date,description,debit,credit,gst_rate,vendor_state,business_state,eligible_itc,category
2024-09-09,UPI DR Delta Office Systems utilities payment 00107,86644.96,,18,MH,KA,true,utilities
2024-08-24,UPI DR QuickFix Maintenance office expense payment 00894,966.25,,18,TN,KA,true,office_expense
2024-05-13,UPI DR Nexa Facility Services rent payment 01015,35962.56,,18,MH,KA,false,rent
2025-02-18,SAVINGS INTEREST CREDIT 0029,,808.19,0,KA,KA,false,interest
2024-12-29,NEFT CR Fresh Basket Mart invoice receipt 01104,,136198.7,0,KA,KA,false,sales
2024-10-16,UPI DR Bharat Transport Co purchase payment 00832,21199.14,,0,GJ,KA,true,purchase
2025-03-30,NEFT CR Fresh Basket Mart invoice receipt 00032,,38452.79,0,TS,KA,false,sales
2025-01-19,NEFT CR Kite Logistics invoice receipt 00385,,149487.78,18,KA,KA,false,sales
2024-04-04,NEFT CR Kite Logistics invoice receipt 00541,,73853.11,0,TS,KA,false,sales
2024-11-27,UPI DR SmartCloud Software software payment 00526,90762.74,,18,KA,KA,true,software
2024-11-23,SAVINGS INTEREST CREDIT 0027,,1768.44,0,KA,KA,false,interest
2025-01-22,NEFT CR Horizon Pharma invoice receipt 00692,,13404.15,18,TN,KA,false,sales
2024-04-13,UPI DR FirstFleet Logistics marketing payment 00780,40877.66,,18,MH,KA,true,marketing
2024-11-04,UPI DR Jai Stationers office expense payment 00923,73438.72,,18,GJ,KA,true,office_expense
2024-06-12,NEFT CR Fresh Basket Mart invoice receipt 00953,,3727.19,18,TS,KA,false,sales
2025-01-11,UPI DR Pioneer Chemicals loan payment 01087,16311.7,,0,KA,KA,false,loan
2024-11-04,NEFT CR Lotus Enterprises invoice receipt 00330,,90395.62,0,DL,KA,false,sales
2024-06-06,UPI DR Omkar Repairs purchase payment 01055,38126.09,,18,GJ,KA,true,purchase
2025-03-08,NEFT CR DigiServe Solutions invoice receipt 01356,,100042.1,18,DL,KA,false,sales
2024-12-27,NEFT CR Kite Logistics invoice receipt 00643,,42662.45,18,TS,KA,false,sales
2024-10-27,SELF TRANSFER TO CASH MANAGEMENT 0122,8416.5,,0,KA,KA,false,transfer
2025-03-26,UPI DR Himalaya Foods Supply loan payment 00805,88319.98,,0,TN,KA,false,loan
2024-06-26,NEFT CR Horizon Pharma invoice receipt 01215,,106716.82,18,TN,KA,false,sales
2024-06-22,UPI DR Omkar Repairs purchase payment 00813,69913.75,,18,TN,KA,true,purchase
2024-07-11,NEFT CR Trinity Healthcare invoice receipt 01057,,11001.98,18,GJ,KA,false,sales
2024-11-22,NEFT CR Riverfront Wholesale invoice receipt 00835,,87261.47,18,MH,KA,false,sales
2024-10-05,NEFT CR Kite Logistics invoice receipt 00737,,144126.31,18,DL,KA,false,sales
2024-08-25,NEFT CR DigiServe Solutions invoice receipt 00893,,65584.49,0,TS,KA,false,sales
2025-02-19,UPI DR Bharat Transport Co purchase payment 00718,84227.61,,18,TS,KA,true,purchase
2024-10-17,UPI DR FirstFleet Logistics food payment 00048,65611.49,,18,TN,KA,true,food
2025-03-23,SELF TRANSFER TO CASH MANAGEMENT 0114,4694.04,,0,KA,KA,false,transfer
2024-07-14,NEFT CR Lotus Enterprises invoice receipt 00579,,61986.43,0,TS,KA,false,sales
2024-08-27,UPI DR SmartCloud Software purchase payment 00719,15540.86,,0,GJ,KA,true,purchase
2024-05-30,UPI DR TruEdge Consulting office expense payment 00847,46560.38,,0,TN,KA,true,office_expense
2024-12-26,UPI DR Jai Stationers travel payment 00254,4082.44,,0,MH,KA,true,travel
2024-06-06,NEFT CR Growthline Agencies invoice receipt 00302,,32471.15,18,TS,KA,false,sales
2024-06-02,NEFT CR QuickShop Chain invoice receipt 00872,,88898.45,0,DL,KA,false,sales
2024-07-09,UPI DR Crystal Print House purchase payment 00930,83862.86,,18,DL,KA,true,purchase
2024-10-07,SAVINGS INTEREST CREDIT 0099,,900.0,0,KA,KA,false,interest
2024-07-03,UPI DR Jai Stationers purchase payment 00706,30637.24,,18,TS,KA,true,purchase
2025-03-22,UPI DR LightSpeed Internet purchase payment 00193,55909.85,,18,GJ,KA,true,purchase
2024-07-10,NEFT CR Metro Hypermart invoice receipt 00977,,120851.02,18,GJ,KA,false,sales
2024-04-26,NEFT CR CityMed Distributors invoice receipt 00572,,43796.94,18,MH,KA,false,sales
2025-02-16,UPI DR TruEdge Consulting marketing payment 01093,93121.92,,0,DL,KA,true,marketing
2025-02-20,SELF TRANSFER TO CASH MANAGEMENT 0076,4118.11,,0,KA,KA,false,transfer
2024-07-19,UPI DR Jai Stationers tax payment payment 00920,31835.87,,0,KA,KA,false,tax_payment
2025-03-20,NEFT CR Fresh Basket Mart invoice receipt 01157,,81220.96,18,GJ,KA,false,sales
2024-11-21,UPI DR Nexa Facility Services office expense payment 00234,13880.27,,18,MH,KA,true,office_expense
2024-11-12,SELF TRANSFER TO CASH MANAGEMENT 0215,6300.78,,0,KA,KA,false,transfer
2024-07-14,UPI DR Royal Insurance Brokers rent payment 01232,50567.93,,18,TN,KA,false,rent
2024-07-29,UPI DR Apex Packaging Works marketing payment 00966,89822.42,,18,TN,KA,true,marketing
2025-03-03,NEFT CR Indus Office Supplies invoice receipt 00781,,91305.73,0,KA,KA,false,sales
2024-04-10,UPI DR Insight Marketing LLP food payment 00412,83035.05,,0,GJ,KA,false,food
2024-11-05,UPI DR Mohan Industrial Gases purchase payment 00671,39398.29,,18,GJ,KA,true,purchase
2024-04-25,NEFT CR Orbit Fashion House invoice receipt 00881,,78445.82,18,TN,KA,false,sales
2024-07-30,NEFT CR Lotus Enterprises invoice receipt 00588,,59834.4,18,TN,KA,false,sales
2024-04-10,UPI DR Pioneer Chemicals loan payment 00647,45867.03,,0,TS,KA,false,loan
2025-02-27,NEFT CR Horizon Pharma invoice receipt 01351,,26279.71,0,DL,KA,false,sales
2024-08-08,SELF TRANSFER TO CASH MANAGEMENT 0008,9530.88,,0,KA,KA,false,transfer
2024-04-23,SELF TRANSFER TO CASH MANAGEMENT 0168,17407.93,,0,KA,KA,false,transfer
2024-10-08,NEFT CR Prime Hardware invoice receipt 00441,,105805.25,0,TN,KA,false,sales
2025-03-13,SELF TRANSFER TO CASH MANAGEMENT 0151,24457.03,,0,KA,KA,false,transfer
2024-06-08,UPI DR FirstFleet Logistics office expense payment 00826,10301.3,,18,TN,KA,true,office_expense
2025-02-25,UPI DR Apex Packaging Works office expense payment 00906,88654.95,,18,MH,KA,true,office_expense
2024-11-19,NEFT CR Kite Logistics invoice receipt 00521,,51768.26,18,TN,KA,false,sales
2024-09-11,UPI DR QuickFix Maintenance rent payment 00041,5662.66,,18,TS,KA,true,rent
2024-08-10,UPI DR Pioneer Chemicals utilities payment 00245,60593.42,,0,TS,KA,true,utilities
2024-06-13,NEFT CR Horizon Pharma invoice receipt 01294,,124225.96,18,DL,KA,false,sales
2024-06-09,UPI DR Global Tech Tools tax payment payment 00854,63575.72,,0,TN,KA,false,tax_payment
2024-08-07,NEFT CR Orbit Fashion House invoice receipt 00309,,106493.25,18,TS,KA,false,sales
2025-02-08,UPI DR Global Tech Tools purchase payment 00233,63377.44,,18,MH,KA,true,purchase
2024-10-07,NEFT CR Kite Logistics invoice receipt 01317,,20554.53,18,KA,KA,false,sales
2024-12-16,UPI DR LightSpeed Internet rent payment 00893,45058.35,,0,MH,KA,false,rent
2024-12-26,UPI DR TruEdge Consulting utilities payment 00323,36083.96,,0,DL,KA,true,utilities
2024-04-02,UPI DR LightSpeed Internet purchase payment 00378,37715.31,,18,TN,KA,true,purchase
2024-04-02,NEFT CR Prime Hardware invoice receipt 00026,,109975.04,18,TN,KA,false,sales
2024-12-09,UPI DR SmartCloud Software marketing payment 00353,51467.02,,0,MH,KA,true,marketing
2024-09-14,UPI DR SmartCloud Software purchase payment 00643,81736.25,,0,DL,KA,true,purchase
2025-03-18,NEFT CR Riverfront Wholesale invoice receipt 00324,,64754.85,18,GJ,KA,false,sales
2024-08-04,UPI DR Pioneer Chemicals purchase payment 00603,11547.18,,18,TS,KA,true,purchase
2024-08-21,NEFT CR Lotus Enterprises invoice receipt 01233,,88616.89,18,DL,KA,false,sales
2024-08-15,NEFT CR Bluecart Traders invoice receipt 00374,,75905.82,0,GJ,KA,false,sales
2024-07-14,NEFT CR Sunrise Superstore invoice receipt 01273,,49324.72,18,KA,KA,false,sales
2025-03-26,UPI DR FirstFleet Logistics rent payment 00181,47954.55,,18,GJ,KA,false,rent
2024-12-26,UPI DR LightSpeed Internet utilities payment 00583,42210.93,,18,TN,KA,true,utilities
2024-11-09,NEFT CR Growthline Agencies invoice receipt 00236,,102854.56,18,TN,KA,false,sales
2024-12-04,NEFT CR Riverfront Wholesale invoice receipt 00356,,19195.73,0,DL,KA,false,sales
2024-08-25,NEFT CR Indus Office Supplies invoice receipt 01164,,22891.33,18,GJ,KA,false,sales
2024-07-06,UPI DR Crystal Print House loan payment 01262,30580.1,,0,KA,KA,true,loan
2024-08-16,UPI DR Apex Packaging Works food payment 00552,34567.78,,18,TS,KA,false,food
2024-12-20,NEFT CR Prime Hardware invoice receipt 00596,,57964.92,18,DL,KA,false,sales
2024-06-07,UPI DR Kuber Warehousing rent payment 01066,4159.86,,18,TN,KA,true,rent
2024-05-22,NEFT CR Horizon Pharma invoice receipt 00497,,35898.32,0,GJ,KA,false,sales
2024-07-23,NEFT CR Growthline Agencies invoice receipt 00178,,11715.23,18,GJ,KA,false,sales
2024-08-28,UPI DR Mohan Industrial Gases rent payment 00532,14411.32,,18,MH,KA,true,rent
2024-11-26,UPI DR Delta Office Systems travel payment 00167,20863.73,,0,KA,KA,true,travel
2024-08-28,NEFT CR Kite Logistics invoice receipt 00850,,89386.39,18,GJ,KA,false,sales
2024-07-10,NEFT CR Nova Wellness invoice receipt 00644,,60633.67,0,KA,KA,false,sales
2025-03-05,NEFT CR Prime Hardware invoice receipt 00606,,109541.27,0,GJ,KA,false,sales
2024-04-16,UPI DR Crystal Print House utilities payment 00711,35656.97,,0,TS,KA,true,utilities
2024-12-20,NEFT CR Bluecart Traders invoice receipt 00997,,128680.39,18,GJ,KA,false,sales
2024-08-18,UPI DR Royal Insurance Brokers purchase payment 00830,24818.91,,0,DL,KA,true,purchase
2025-03-20,NEFT CR Metro Hypermart invoice receipt 00570,,101015.45,18,DL,KA,false,sales
2024-04-30,NEFT CR Trinity Healthcare invoice receipt 00380,,4453.96,18,TN,KA,false,sales
2024-10-29,NEFT CR Evergreen Stores invoice receipt 00193,,104769.69,18,DL,KA,false,sales
2024-11-24,NEFT CR Metro Hypermart invoice receipt 00942,,60416.4,18,TN,KA,false,sales
2025-01-03,UPI DR QuickFix Maintenance loan payment 00783,51850.68,,0,DL,KA,false,loan
2024-06-30,UPI DR TruEdge Consulting rent payment 00322,75913.03,,18,TN,KA,false,rent
2024-11-30,UPI DR Global Tech Tools purchase payment 00060,29320.42,,18,DL,KA,true,purchase
2024-07-15,NEFT CR Jupiter Foods invoice receipt 00261,,36264.13,18,GJ,KA,false,sales
2024-12-18,SELF TRANSFER TO CASH MANAGEMENT 0245,14824.37,,0,KA,KA,false,transfer
2024-04-30,NEFT CR Lotus Enterprises invoice receipt 01326,,26819.34,18,DL,KA,false,sales
2025-03-29,UPI DR Delta Office Systems utilities payment 00726,31695.53,,0,TS,KA,true,utilities
2024-09-16,UPI DR SmartCloud Software purchase payment 00570,91161.83,,0,MH,KA,true,purchase
2024-10-23,NEFT CR Fresh Basket Mart invoice receipt 01174,,120557.52,18,TN,KA,false,sales
2024-08-21,NEFT CR Acme Retail Pvt Ltd invoice receipt 00474,,141407.61,18,GJ,KA,false,sales
2025-03-23,NEFT CR Acme Retail Pvt Ltd invoice receipt 01390,,54083.51,18,DL,KA,false,sales
2024-11-04,SELF TRANSFER TO CASH MANAGEMENT 0107,17277.58,,0,KA,KA,false,transfer
2024-04-29,NEFT CR Lotus Enterprises invoice receipt 00401,,46706.29,18,TN,KA,false,sales
2024-07-26,NEFT CR Sunrise Superstore invoice receipt 00617,,97552.8,18,KA,KA,false,sales
2025-02-21,NEFT CR Growthline Agencies invoice receipt 01090,,102796.73,18,KA,KA,false,sales
2024-10-14,SAVINGS INTEREST CREDIT 0069,,1595.86,0,KA,KA,false,interest
2024-04-28,NEFT CR Evergreen Stores invoice receipt 00265,,19993.73,18,MH,KA,false,sales
2024-04-04,NEFT CR Lotus Enterprises invoice receipt 00524,,135802.8,0,TS,KA,false,sales
2025-01-16,UPI DR Pioneer Chemicals travel payment 01254,74062.36,,18,DL,KA,true,travel
2024-09-21,UPI DR Himalaya Foods Supply purchase payment 01089,36275.22,,18,DL,KA,true,purchase
2024-12-30,UPI DR Insight Marketing LLP utilities payment 00596,56524.89,,18,MH,KA,true,utilities
2024-10-16,NEFT CR CityMed Distributors invoice receipt 00254,,43772.35,18,MH,KA,false,sales
2024-04-03,UPI DR Bharat Transport Co purchase payment 00781,60200.38,,18,KA,KA,true,purchase
2025-03-10,NEFT CR QuickShop Chain invoice receipt 00031,,137835.2,0,DL,KA,false,sales
2024-11-10,NEFT CR Metro Hypermart invoice receipt 00473,,48710.0,18,GJ,KA,false,sales
2024-08-11,SAVINGS INTEREST CREDIT 0142,,1063.09,0,KA,KA,false,interest
2024-12-28,UPI DR Himalaya Foods Supply utilities payment 00255,38125.44,,0,TN,KA,true,utilities
2024-04-05,UPI DR QuickFix Maintenance loan payment 01235,49616.05,,0,KA,KA,false,loan
2025-03-31,UPI DR Delta Office Systems purchase payment 00579,13934.67,,0,MH,KA,true,purchase
2024-12-04,NEFT CR Jupiter Foods invoice receipt 01330,,62588.88,0,KA,KA,false,sales
2024-07-17,SAVINGS INTEREST CREDIT 0071,,1716.51,0,KA,KA,false,interest
2024-06-21,NEFT CR Bluecart Traders invoice receipt 00994,,23748.07,18,DL,KA,false,sales
2024-04-21,NEFT CR Growthline Agencies invoice receipt 00057,,48177.7,0,MH,KA,false,sales
2024-04-27,NEFT CR CityMed Distributors invoice receipt 00901,,145151.25,18,MH,KA,false,sales
2024-04-30,NEFT CR Acme Retail Pvt Ltd invoice receipt 00791,,39122.38,18,TN,KA,false,sales
2024-06-14,UPI DR Insight Marketing LLP marketing payment 00699,62466.5,,18,TS,KA,true,marketing
2024-06-03,NEFT CR Horizon Pharma invoice receipt 00512,,8901.83,18,GJ,KA,false,sales
2025-02-07,NEFT CR Growthline Agencies invoice receipt 00455,,103837.95,0,TS,KA,false,sales
2025-01-10,UPI DR SmartCloud Software rent payment 00670,80068.9,,0,TS,KA,true,rent
2024-06-12,SAVINGS INTEREST CREDIT 0133,,1503.32,0,KA,KA,false,interest
2025-03-01,NEFT CR Nova Wellness invoice receipt 01263,,10970.57,18,KA,KA,false,sales
2024-07-09,SELF TRANSFER TO CASH MANAGEMENT 0098,14401.62,,0,KA,KA,false,transfer
2024-08-28,SELF TRANSFER TO CASH MANAGEMENT 0050,19839.57,,0,KA,KA,false,transfer
2024-05-02,UPI DR Kuber Warehousing rent payment 00876,27595.0,,0,DL,KA,true,rent
2024-12-10,SAVINGS INTEREST CREDIT 0032,,463.74,0,KA,KA,false,interest
2025-01-15,UPI DR FirstFleet Logistics purchase payment 01190,59153.9,,0,KA,KA,true,purchase
2025-03-14,UPI DR QuickFix Maintenance office expense payment 00111,87026.6,,18,DL,KA,true,office_expense
2024-05-16,UPI DR Delta Office Systems loan payment 00939,89131.24,,0,GJ,KA,false,loan
2024-09-25,NEFT CR Jupiter Foods invoice receipt 01114,,27346.77,0,TS,KA,false,sales
2025-03-14,SELF TRANSFER TO CASH MANAGEMENT 0117,25369.21,,0,KA,KA,false,transfer
2024-11-05,NEFT CR CityMed Distributors invoice receipt 00836,,118594.65,18,DL,KA,false,sales
2024-12-22,SAVINGS INTEREST CREDIT 0002,,477.65,0,KA,KA,false,interest
2024-07-17,UPI DR Delta Office Systems utilities payment 01290,88791.09,,18,TN,KA,true,utilities
2025-01-02,UPI DR Bharat Transport Co purchase payment 00762,47041.76,,0,KA,KA,true,purchase
2024-11-19,UPI DR Mohan Industrial Gases purchase payment 01164,48926.79,,18,KA,KA,true,purchase
2025-01-02,NEFT CR Metro Hypermart invoice receipt 00208,,67001.78,0,DL,KA,false,sales
2025-01-25,NEFT CR Kite Logistics invoice receipt 01149,,21999.21,18,TS,KA,false,sales
2024-05-07,NEFT CR CityMed Distributors invoice receipt 00720,,47954.54,0,MH,KA,false,sales
2025-01-31,NEFT CR QuickShop Chain invoice receipt 00209,,21738.78,0,TN,KA,false,sales
2024-12-01,UPI DR Crystal Print House office expense payment 00286,65395.13,,18,GJ,KA,true,office_expense
2024-05-25,NEFT CR Nova Wellness invoice receipt 00582,,71645.41,18,TS,KA,false,sales
2024-07-18,NEFT CR Metro Hypermart invoice receipt 00555,,45265.79,18,GJ,KA,false,sales
2024-11-19,NEFT CR Horizon Pharma invoice receipt 01284,,11016.17,18,KA,KA,false,sales
2024-05-23,UPI DR Apex Packaging Works utilities payment 01056,22018.24,,0,KA,KA,true,utilities
2025-02-25,SAVINGS INTEREST CREDIT 0193,,1487.68,0,KA,KA,false,interest
2024-12-15,NEFT CR Orbit Fashion House invoice receipt 00899,,94847.69,18,TN,KA,false,sales
2024-08-04,NEFT CR Lotus Enterprises invoice receipt 00392,,127903.87,18,DL,KA,false,sales
2024-04-07,UPI DR Bharat Transport Co marketing payment 00624,4324.03,,18,TN,KA,true,marketing
2024-06-01,NEFT CR Orbit Fashion House invoice receipt 01038,,48953.47,18,KA,KA,false,sales
2024-08-24,NEFT CR Evergreen Stores invoice receipt 00978,,66447.29,0,KA,KA,false,sales
2025-01-01,SAVINGS INTEREST CREDIT 0115,,157.36,0,KA,KA,false,interest
2025-03-12,UPI DR Nexa Facility Services software payment 01086,51473.13,,0,TS,KA,true,software
2024-12-11,UPI DR Bharat Transport Co purchase payment 01192,93690.09,,0,MH,KA,true,purchase
2025-03-28,NEFT CR Prime Hardware invoice receipt 00831,,46607.37,18,TN,KA,false,sales
2024-07-26,UPI DR Kuber Warehousing software payment 01243,90256.15,,18,KA,KA,true,software
2025-03-27,NEFT CR Trinity Healthcare invoice receipt 00547,,27933.7,0,MH,KA,false,sales
2024-10-11,UPI DR Kuber Warehousing software payment 00030,83737.88,,18,TN,KA,true,software
2025-02-26,SELF TRANSFER TO CASH MANAGEMENT 0140,15891.0,,0,KA,KA,false,transfer
2024-05-23,NEFT CR Bluecart Traders invoice receipt 00073,,37262.41,18,TN,KA,false,sales
2024-11-02,UPI DR Omkar Repairs purchase payment 00656,11800.3,,18,TS,KA,true,purchase
2024-07-14,NEFT CR Riverfront Wholesale invoice receipt 00375,,103067.36,18,GJ,KA,false,sales
2025-03-25,UPI DR Pioneer Chemicals loan payment 01032,10767.31,,0,TN,KA,false,loan
2025-03-08,NEFT CR Orbit Fashion House invoice receipt 00945,,113519.81,18,DL,KA,false,sales
2024-10-30,UPI DR Delta Office Systems marketing payment 01173,8853.83,,18,TS,KA,true,marketing
2024-05-11,NEFT CR Evergreen Stores invoice receipt 00248,,11175.49,18,MH,KA,false,sales
2024-11-27,NEFT CR Trinity Healthcare invoice receipt 00426,,8665.01,18,TS,KA,false,sales
2024-06-16,NEFT CR Indus Office Supplies invoice receipt 00404,,125161.07,18,TS,KA,false,sales
2024-04-16,NEFT CR Fresh Basket Mart invoice receipt 00432,,117148.92,18,DL,KA,false,sales
2024-12-12,UPI DR Kuber Warehousing software payment 00736,46968.28,,18,TN,KA,true,software
2024-08-14,NEFT CR Fresh Basket Mart invoice receipt 00800,,98069.16,18,TN,KA,false,sales
2025-02-14,NEFT CR Lotus Enterprises invoice receipt 00808,,11823.87,18,GJ,KA,false,sales
2024-04-08,UPI DR Mohan Industrial Gases loan payment 00822,85459.68,,0,GJ,KA,true,loan
2024-06-03,NEFT CR Fresh Basket Mart invoice receipt 00589,,54548.19,0,KA,KA,false,sales
2025-01-10,NEFT CR DigiServe Solutions invoice receipt 00686,,121325.87,18,GJ,KA,false,sales
2025-03-15,NEFT CR Acme Retail Pvt Ltd invoice receipt 00095,,21781.72,18,TN,KA,false,sales
2024-04-30,NEFT CR Growthline Agencies invoice receipt 00832,,22359.35,18,MH,KA,false,sales
2024-12-05,UPI DR Pioneer Chemicals purchase payment 00562,1017.52,,0,MH,KA,true,purchase
2025-01-21,NEFT CR Growthline Agencies invoice receipt 00687,,136451.84,18,TS,KA,false,sales
2024-06-04,SAVINGS INTEREST CREDIT 0049,,1623.79,0,KA,KA,false,interest
2024-05-31,SAVINGS INTEREST CREDIT 0087,,214.94,0,KA,KA,false,interest
2025-01-27,UPI DR Apex Packaging Works purchase payment 00355,33834.05,,18,MH,KA,true,purchase
2024-11-23,NEFT CR Jupiter Foods invoice receipt 00256,,42869.48,18,KA,KA,false,sales
2025-01-16,SELF TRANSFER TO CASH MANAGEMENT 0052,19021.98,,0,KA,KA,false,transfer
2025-01-17,SAVINGS INTEREST CREDIT 0174,,703.88,0,KA,KA,false,interest
2024-12-04,UPI DR Mohan Industrial Gases marketing payment 00634,77908.21,,0,KA,KA,true,marketing
2025-02-17,SAVINGS INTEREST CREDIT 0206,,1566.51,0,KA,KA,false,interest
2025-02-01,NEFT CR Nova Wellness invoice receipt 00467,,62750.37,18,TS,KA,false,sales
2024-04-12,UPI DR Himalaya Foods Supply purchase payment 00613,92673.6,,18,GJ,KA,true,purchase
2025-02-28,UPI DR Bharat Transport Co marketing payment 01257,66799.44,,0,GJ,KA,true,marketing
2024-04-25,NEFT CR Evergreen Stores invoice receipt 00021,,63939.73,18,DL,KA,false,sales
2025-01-15,UPI DR Bharat Transport Co tax payment payment 00386,50648.96,,0,KA,KA,false,tax_payment
2024-11-06,UPI DR TruEdge Consulting office expense payment 00135,84676.35,,18,TS,KA,true,office_expense
2025-02-19,SAVINGS INTEREST CREDIT 0134,,483.83,0,KA,KA,false,interest
2024-12-11,NEFT CR Orbit Fashion House invoice receipt 00823,,90272.84,0,GJ,KA,false,sales
2024-07-27,SAVINGS INTEREST CREDIT 0207,,1477.18,0,KA,KA,false,interest
2024-07-19,UPI DR Nexa Facility Services utilities payment 00473,72655.78,,18,TS,KA,true,utilities
2024-11-28,NEFT CR CityMed Distributors invoice receipt 00098,,131012.38,0,GJ,KA,false,sales
2025-03-20,UPI DR SmartCloud Software office expense payment 00019,60488.8,,0,TN,KA,true,office_expense
2025-02-07,SELF TRANSFER TO CASH MANAGEMENT 0012,13027.86,,0,KA,KA,false,transfer
2025-03-17,UPI DR FirstFleet Logistics food payment 00928,87984.32,,0,TN,KA,false,food
